YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2019,2019,NC,North Carolina,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,14.2,14.2,NA,NA,11.2,17.8,554,NA,35 - 44,NA,NA,NA,NA,"(35.466220975000454, -79.15925046299964)",FV,FV1,Q019,VALUE,37,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,56.2,56.2,NA,NA,44.9,66.9,130,NA,NA,NA,NA,NA,2 or more races,"(64.845079957001, -147.722059036)",PA,PA1,Q043,VALUE,02,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2019,2019,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(35.68094058000048, -85.77449091399967)",PA,PA1,Q047,VALUE,47,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Other,"(40.485010283, -88.997710178)",PA,PA1,Q047,VALUE,17,Race/Ethnicity,Other,RACE,RACEOTH
2019,2019,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23.1,23.1,NA,NA,20.9,25.5,1873,NA,NA,Some college or technical school,NA,NA,NA,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,VALUE,41,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,25.4,25.4,NA,NA,19.8,31.8,688,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(34.865970280000454, -111.76381127699972)",PA,PA1,Q044,VALUE,04,Income,"$25,000 - $34,999",INC,INC2535
2019,2019,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,54.2,54.2,NA,NA,49.1,59.2,705,NA,NA,NA,NA,"$50,000 - $74,999",NA,"(44.39319117400049, -89.81637074199966)",PA,PA1,Q043,VALUE,55,Income,"$50,000 - $74,999",INC,INC5075
2021,2021,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,30.6,30.6,NA,NA,24.7,37.3,322,NA,NA,Less than high school,NA,NA,NA,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q037,VALUE,25,Education,Less than high school,EDU,EDUHS
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.7,36.7,NA,NA,33.5,40.1,1449,NA,25 - 34,NA,NA,NA,NA,"(37.638640123, -120.999999538)",OWS,OWS1,Q037,VALUE,06,Age (years),25 - 34,AGEYR,AGEYR2534
2021,2021,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q037,VALUE,56,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,54.3,54.3,NA,NA,53.5,55,63628,NA,NA,NA,NA,"$50,000 - $74,999",NA,NA,PA,PA1,Q043,VALUE,59,Income,"$50,000 - $74,999",INC,INC5075
2016,2016,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.3,34.3,NA,NA,28,41.3,365,NA,NA,College graduate,NA,NA,NA,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Education,College graduate,EDU,EDUCOGRAD
2011,2011,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.7,36.7,NA,NA,33.7,39.9,1762,NA,NA,High school graduate,NA,NA,NA,"(43.655950113, -71.50036092)",OWS,OWS1,Q037,VALUE,33,Education,High school graduate,EDU,EDUHSGRAD
2021,2021,CA,California,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,15,15,NA,NA,13.2,17,2358,NA,NA,NA,NA,Data not reported,NA,"(37.63864012300047, -120.99999953799971)",FV,FV1,Q019,VALUE,06,Income,Data not reported,INC,INCNR
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,25.7,25.7,NA,NA,23.7,27.8,2495,NA,NA,Some college or technical school,NA,NA,NA,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,08,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,35.9,35.9,NA,NA,31.9,40.1,1102,NA,55 - 64,NA,NA,NA,NA,"(44.393191174, -89.816370742)",PA,PA1,Q045,VALUE,55,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Hawaiian/Pacific Islander,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,08,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2020,2020,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,16.8,16.8,NA,NA,14.2,19.7,1181,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(39.360700171000474, -111.58713063499971)",PA,PA1,Q047,VALUE,49,Income,"$35,000 - $49,999",INC,INC3550
2021,2021,NM,New Mexico,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,41.9,41.9,NA,NA,38,45.8,1123,NA,55 - 64,NA,NA,NA,NA,"(34.52088095200048, -106.24058098499967)",FV,FV1,Q018,VALUE,35,Age (years),55 - 64,AGEYR,AGEYR5564
2020,2020,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.7,18.7,NA,NA,15.3,22.7,974,NA,25 - 34,NA,NA,NA,NA,"(32.83968109300048, -83.62758034599966)",PA,PA1,Q047,VALUE,13,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,35.5,35.5,NA,NA,30.1,41.4,815,NA,NA,NA,NA,"$50,000 - $74,999",NA,"(34.86597028, -111.763811277)",PA,PA1,Q045,VALUE,04,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26.9,26.9,NA,NA,24.8,29.2,3165,NA,NA,NA,Female,NA,NA,"(40.485010283, -88.997710178)",PA,PA1,Q047,VALUE,17,Gender,Female,GEN,FEMALE
2011,2011,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,26.3,26.3,NA,NA,24.8,27.9,10006,Total,NA,NA,NA,NA,NA,"(37.645970271, -84.774971048)",PA,PA1,Q046,VALUE,21,Total,Total,OVR,OVERALL
2022,2022,OK,Oklahoma,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,40.7,40.7,NA,NA,36.1,45.5,558,NA,NA,NA,NA,"$75,000 or greater",NA,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Income,"$75,000 or greater",INC,INC75PLUS
2022,2022,CT,Connecticut,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,32.1,32.1,NA,NA,28.2,36.4,899,NA,25 - 34,NA,NA,NA,NA,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,09,Age (years),25 - 34,AGEYR,AGEYR2534
2013,2013,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,29.5,29.5,NA,NA,27.4,31.7,3030,NA,NA,NA,Male,NA,NA,"(42.469400913, -93.816490556)",PA,PA1,Q046,VALUE,19,Gender,Male,GEN,MALE
2012,2012,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,13.4,13.4,NA,NA,10.6,16.9,607,NA,18 - 24,NA,NA,NA,NA,"(38.843840757, -106.133610921)",PA,PA1,Q047,VALUE,08,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,20.3,20.3,NA,NA,17.4,23.7,2059,NA,NA,Some college or technical school,NA,NA,NA,"(44.353130053, -100.373530637)",PA,PA1,Q044,VALUE,46,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.4,29.4,NA,NA,27.1,31.7,2606,NA,65 or older,NA,NA,NA,NA,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,VALUE,29,Age (years),65 or older,AGEYR,AGEYR65PLUS
2019,2019,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,33.5,33.5,NA,NA,31.7,35.5,3542,NA,NA,NA,Female,NA,NA,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Gender,Female,GEN,FEMALE
2014,2014,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,39,39,NA,NA,34.1,44,591,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.1,31.1,NA,NA,27.2,35.2,710,NA,NA,NA,NA,NA,Hispanic,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,09,Race/Ethnicity,Hispanic,RACE,RACEHIS
2021,2021,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,NA,NA,~,Data not available because sample size is insufficient.,NA,NA,NA,NA,NA,NA,NA,NA,Other,"(41.6410409880005, -99.36572062299967)",PA,PA1,Q047,VALUE,31,Race/Ethnicity,Other,RACE,RACEOTH
2015,2015,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,30.3,30.3,NA,NA,25.1,36.2,630,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(34.520880952, -106.240580985)",PA,PA1,Q046,VALUE,35,Income,"$25,000 - $34,999",INC,INC2535
2019,2019,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,14.2,14.2,NA,NA,12.1,16.6,1716,NA,NA,NA,NA,NA,Non-Hispanic Black,"(32.745510099000455, -89.53803082499968)",PA,PA1,Q044,VALUE,28,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,24.9,24.9,NA,NA,22.9,27,2984,NA,55 - 64,NA,NA,NA,NA,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,08,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,24,24,NA,NA,20,28.6,644,NA,NA,NA,NA,"$35,000 - $49,999",NA,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,VALUE,33,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,48.7,48.7,NA,NA,47.1,50.2,9307,Total,NA,NA,NA,NA,NA,"(39.290580964, -76.609260111)",PA,PA1,Q043,VALUE,24,Total,Total,OVR,OVERALL
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,22.4,22.4,NA,NA,19.7,25.4,1591,NA,NA,NA,Male,NA,NA,"(39.008830667, -75.577741168)",PA,PA1,Q044,VALUE,10,Gender,Male,GEN,MALE
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,21.6,21.6,NA,NA,17.1,26.8,706,NA,NA,NA,NA,"$75,000 or greater",NA,"(35.68094058, -85.774490914)",PA,PA1,Q045,VALUE,47,Income,"$75,000 or greater",INC,INC75PLUS
2015,2015,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,40.7,40.7,NA,NA,34.2,47.5,268,NA,18 - 24,NA,NA,NA,NA,"(34.86597028, -111.763811277)",PA,PA1,Q046,VALUE,04,Age (years),18 - 24,AGEYR,AGEYR1824
2021,2021,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,42.8,42.8,NA,NA,38.2,47.6,633,NA,35 - 44,NA,NA,NA,NA,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q036,VALUE,22,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,32.4,32.4,NA,NA,28.7,36.5,1262,NA,NA,NA,NA,"$25,000 - $34,999",NA,"(44.661319543001, -84.71439027)",PA,PA1,Q045,VALUE,26,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,44.7,44.7,NA,NA,40.5,48.9,1302,NA,NA,NA,NA,Data not reported,NA,"(40.060210141, -82.404260056)",PA,PA1,Q043,VALUE,39,Income,Data not reported,INC,INCNR
2013,2013,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,27.4,27.4,NA,NA,20.8,35,854,NA,NA,NA,NA,NA,Non-Hispanic Black,"(37.645970271, -84.774971048)",PA,PA1,Q044,VALUE,21,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,26.5,26.5,NA,NA,16.3,40.1,77,NA,NA,NA,NA,NA,2 or more races,"(40.130570048, -74.273691288)",OWS,OWS1,Q037,VALUE,34,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2012,2012,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,24.7,24.7,NA,NA,20.6,29.3,1130,NA,NA,NA,NA,Data not reported,NA,"(44.353130053, -100.373530637)",PA,PA1,Q047,VALUE,46,Income,Data not reported,INC,INCNR
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,25.4,25.4,NA,NA,23.1,27.9,2018,NA,65 or older,NA,NA,NA,NA,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Age (years),65 or older,AGEYR,AGEYR65PLUS
